unique_id,supplier,location,date_time,day,time,measurement,today,value,units,comments
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,6/18/2017,yesterday,NA,daily average withdrawals,6/19/2017,48.16,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,6/19/2017,yesterday,NA,daily average withdrawals,6/20/2017,47.8,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,6/20/2017,yesterday,NA,daily average withdrawals,6/21/2017,48.21,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,6/21/2017,yesterday,NA,daily average withdrawals,6/22/2017,48.17,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,6/22/2017,yesterday,NA,daily average withdrawals,6/23/2017,48.26,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,6/23/2017,yesterday,NA,daily average withdrawals,6/24/2017,48.13,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,6/24/2017,yesterday,NA,daily average withdrawals,6/25/2017,48.03,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,6/25/2017,yesterday,NA,daily average withdrawals,6/26/2017,47.9,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,6/26/2017,yesterday,NA,daily average withdrawals,6/27/2017,47.7,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,6/27/2017,yesterday,NA,daily average withdrawals,6/28/2017,47.77,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,6/28/2017,yesterday,NA,daily average withdrawals,6/29/2017,49.47,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,6/29/2017,yesterday,NA,daily average withdrawals,6/30/2017,62.54,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,6/30/2017,yesterday,NA,daily average withdrawals,7/1/2017,51.77,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,7/1/2017,yesterday,NA,daily average withdrawals,7/2/2017,67.32,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,7/2/2017,yesterday,NA,daily average withdrawals,7/3/2017,50.23,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,7/3/2017,yesterday,NA,daily average withdrawals,7/4/2017,48.87,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,7/4/2017,yesterday,NA,daily average withdrawals,7/5/2017,48.83,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,7/5/2017,yesterday,NA,daily average withdrawals,7/6/2017,40.2,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,7/6/2017,yesterday,NA,daily average withdrawals,7/7/2017,35.69,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,7/7/2017,yesterday,NA,daily average withdrawals,7/8/2017,35.68,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,7/8/2017,yesterday,NA,daily average withdrawals,7/9/2017,36.95,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,7/9/2017,yesterday,NA,daily average withdrawals,7/10/2017,36.97,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,7/10/2017,yesterday,NA,daily average withdrawals,7/11/2017,36.68,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,7/11/2017,yesterday,NA,daily average withdrawals,7/12/2017,38.68,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,7/12/2017,yesterday,NA,daily average withdrawals,7/13/2017,47.31,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,7/13/2017,yesterday,NA,daily average withdrawals,7/14/2017,59.48,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,7/14/2017,yesterday,NA,daily average withdrawals,7/15/2017,53.34,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,7/15/2017,yesterday,NA,daily average withdrawals,7/16/2017,37.11,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,7/16/2017,yesterday,NA,daily average withdrawals,7/17/2017,38.35,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,7/17/2017,yesterday,NA,daily average withdrawals,7/18/2017,38.54,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,7/18/2017,yesterday,NA,daily average withdrawals,7/19/2017,38.12,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,7/19/2017,yesterday,NA,daily average withdrawals,7/20/2017,40.76,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,7/20/2017,yesterday,NA,daily average withdrawals,7/21/2017,37.92,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,7/21/2017,yesterday,NA,daily average withdrawals,7/22/2017,47.25,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,7/22/2017,yesterday,NA,daily average withdrawals,7/23/2017,56.49,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,7/23/2017,yesterday,NA,daily average withdrawals,7/24/2017,38.15,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,7/24/2017,yesterday,NA,daily average withdrawals,7/25/2017,40.17,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,7/25/2017,yesterday,NA,daily average withdrawals,7/26/2017,39.92,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,7/26/2017,yesterday,NA,daily average withdrawals,7/27/2017,39.59,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,7/27/2017,yesterday,NA,daily average withdrawals,7/28/2017,40.5,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,7/28/2017,yesterday,NA,daily average withdrawals,7/29/2017,49.17,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,7/29/2017,yesterday,NA,daily average withdrawals,7/30/2017,51.08,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,7/30/2017,yesterday,NA,daily average withdrawals,7/31/2017,59.52,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,7/31/2017,yesterday,NA,daily average withdrawals,8/1/2017,46.11,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,8/1/2017,yesterday,NA,daily average withdrawals,8/2/2017,47.27,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,8/2/2017,yesterday,NA,daily average withdrawals,8/3/2017,49.24,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,8/3/2017,yesterday,NA,daily average withdrawals,8/4/2017,47.3,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,8/4/2017,yesterday,NA,daily average withdrawals,8/5/2017,48.56,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,8/5/2017,yesterday,NA,daily average withdrawals,8/6/2017,48.55,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,8/6/2017,yesterday,NA,daily average withdrawals,8/7/2017,45.49,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,8/7/2017,yesterday,NA,daily average withdrawals,8/8/2017,48.49,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,8/8/2017,yesterday,NA,daily average withdrawals,8/9/2017,41.14,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,8/9/2017,yesterday,NA,daily average withdrawals,8/10/2017,38.8,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,8/10/2017,yesterday,NA,daily average withdrawals,8/11/2017,42.2,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,8/11/2017,yesterday,NA,daily average withdrawals,8/12/2017,57.92,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,8/12/2017,yesterday,NA,daily average withdrawals,8/13/2017,55.85,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,8/13/2017,yesterday,NA,daily average withdrawals,8/14/2017,54.15,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,8/14/2017,yesterday,NA,daily average withdrawals,8/15/2017,50.81,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,8/15/2017,yesterday,NA,daily average withdrawals,8/16/2017,53.28,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,8/16/2017,yesterday,NA,daily average withdrawals,8/17/2017,39.91,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,8/17/2017,yesterday,NA,daily average withdrawals,8/18/2017,48.14,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,8/18/2017,yesterday,NA,daily average withdrawals,8/19/2017,54.23,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,8/19/2017,yesterday,NA,daily average withdrawals,8/20/2017,52.63,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,8/20/2017,yesterday,NA,daily average withdrawals,8/21/2017,56.04,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,8/21/2017,yesterday,NA,daily average withdrawals,8/22/2017,56.09,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,8/22/2017,yesterday,NA,daily average withdrawals,8/23/2017,52.66,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,8/23/2017,yesterday,NA,daily average withdrawals,8/24/2017,51.87,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,8/24/2017,yesterday,NA,daily average withdrawals,8/25/2017,54.89,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,8/25/2017,yesterday,NA,daily average withdrawals,8/26/2017,43.22,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,8/26/2017,yesterday,NA,daily average withdrawals,8/27/2017,49.7,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,8/27/2017,yesterday,NA,daily average withdrawals,8/28/2017,58.34,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,8/28/2017,yesterday,NA,daily average withdrawals,8/29/2017,58.77,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,8/29/2017,yesterday,NA,daily average withdrawals,8/30/2017,59.58,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,8/30/2017,yesterday,NA,daily average withdrawals,8/31/2017,56.49,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,8/31/2017,yesterday,NA,daily average withdrawals,9/1/2017,54.55,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,9/1/2017,yesterday,NA,daily average withdrawals,9/2/2017,53.64,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,9/2/2017,yesterday,NA,daily average withdrawals,9/3/2017,51.48,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,9/3/2017,yesterday,NA,daily average withdrawals,9/4/2017,51.44,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,9/4/2017,yesterday,NA,daily average withdrawals,9/5/2017,51.25,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,9/5/2017,yesterday,NA,daily average withdrawals,9/6/2017,50.33,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,9/6/2017,yesterday,NA,daily average withdrawals,9/7/2017,42.89,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,9/7/2017,yesterday,NA,daily average withdrawals,9/8/2017,53.84,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,9/8/2017,yesterday,NA,daily average withdrawals,9/9/2017,53.21,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,9/9/2017,yesterday,NA,daily average withdrawals,9/10/2017,52.09,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,9/10/2017,yesterday,NA,daily average withdrawals,9/11/2017,56.35,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,9/11/2017,yesterday,NA,daily average withdrawals,9/12/2017,45.57,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,9/12/2017,yesterday,NA,daily average withdrawals,9/13/2017,45.57,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,9/13/2017,yesterday,NA,daily average withdrawals,9/14/2017,44.06,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,9/14/2017,yesterday,NA,daily average withdrawals,9/15/2017,41.15,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,9/15/2017,yesterday,NA,daily average withdrawals,9/16/2017,40.92,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,9/16/2017,yesterday,NA,daily average withdrawals,9/17/2017,51.7,MGD,NA
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,9/17/2017,yesterday,NA,daily average withdrawals,9/18/2017,49.1,MGD,NA
WSSC WSSC Demand forecasted demand,WSSC,WSSC Demand,9/13/2017,today,am,forecasted demand,9/13/2017,170,MGD,NA
WSSC WSSC Demand forecasted demand,WSSC,WSSC Demand,9/14/2017,today,am,forecasted demand,9/14/2017,170,MGD,NA
WSSC WSSC Demand forecasted demand,WSSC,WSSC Demand,9/15/2017,today,am,forecasted demand,9/15/2017,170,MGD,NA
WSSC WSSC Demand forecasted demand,WSSC,WSSC Demand,9/18/2017,today,am,forecasted demand,9/18/2017,165,MGD,NA
WSSC WSSC Demand forecasted demand,WSSC,WSSC Demand,9/14/2017,tomorrow,am,forecasted demand,9/13/2017,170,MGD,NA
WSSC WSSC Demand forecasted demand,WSSC,WSSC Demand,9/15/2017,tomorrow,am,forecasted demand,9/14/2017,170,MGD,NA
WSSC WSSC Demand forecasted demand,WSSC,WSSC Demand,9/16/2017,tomorrow,am,forecasted demand,9/15/2017,170,MGD,NA
WSSC Patuxent Reservoirs current usable storage,WSSC,Patuxent Reservoirs,9/18/2017,NA,NA,current usable storage,9/18/2017,5.32,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,7/25/2017,NA,NA,total usable capacity,7/25/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,7/26/2017,NA,NA,total usable capacity,7/26/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,7/27/2017,NA,NA,total usable capacity,7/27/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,7/28/2017,NA,NA,total usable capacity,7/28/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,7/29/2017,NA,NA,total usable capacity,7/29/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,7/30/2017,NA,NA,total usable capacity,7/30/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,7/31/2017,NA,NA,total usable capacity,7/31/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,8/1/2017,NA,NA,total usable capacity,8/1/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,8/2/2017,NA,NA,total usable capacity,8/2/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,8/3/2017,NA,NA,total usable capacity,8/3/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,8/4/2017,NA,NA,total usable capacity,8/4/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,8/5/2017,NA,NA,total usable capacity,8/5/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,8/6/2017,NA,NA,total usable capacity,8/6/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,8/7/2017,NA,NA,total usable capacity,8/7/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,8/8/2017,NA,NA,total usable capacity,8/8/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,8/9/2017,NA,NA,total usable capacity,8/9/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,8/10/2017,NA,NA,total usable capacity,8/10/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,8/11/2017,NA,NA,total usable capacity,8/11/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,8/12/2017,NA,NA,total usable capacity,8/12/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,8/13/2017,NA,NA,total usable capacity,8/13/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,8/14/2017,NA,NA,total usable capacity,8/14/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,8/15/2017,NA,NA,total usable capacity,8/15/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,8/16/2017,NA,NA,total usable capacity,8/16/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,8/17/2017,NA,NA,total usable capacity,8/17/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,8/18/2017,NA,NA,total usable capacity,8/18/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,8/19/2017,NA,NA,total usable capacity,8/19/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,8/20/2017,NA,NA,total usable capacity,8/20/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,8/21/2017,NA,NA,total usable capacity,8/21/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,8/22/2017,NA,NA,total usable capacity,8/22/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,8/23/2017,NA,NA,total usable capacity,8/23/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,8/24/2017,NA,NA,total usable capacity,8/24/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,8/25/2017,NA,NA,total usable capacity,8/25/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,8/26/2017,NA,NA,total usable capacity,8/26/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,8/27/2017,NA,NA,total usable capacity,8/27/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,8/28/2017,NA,NA,total usable capacity,8/28/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,8/29/2017,NA,NA,total usable capacity,8/29/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,8/30/2017,NA,NA,total usable capacity,8/30/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,8/31/2017,NA,NA,total usable capacity,8/31/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,9/1/2017,NA,NA,total usable capacity,9/1/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,9/2/2017,NA,NA,total usable capacity,9/2/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,9/3/2017,NA,NA,total usable capacity,9/3/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,9/4/2017,NA,NA,total usable capacity,9/4/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,9/5/2017,NA,NA,total usable capacity,9/5/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,9/6/2017,NA,NA,total usable capacity,9/6/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,9/7/2017,NA,NA,total usable capacity,9/7/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,9/8/2017,NA,NA,total usable capacity,9/8/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,9/9/2017,NA,NA,total usable capacity,9/9/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,9/10/2017,NA,NA,total usable capacity,9/10/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,9/11/2017,NA,NA,total usable capacity,9/11/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,9/12/2017,NA,NA,total usable capacity,9/12/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,9/13/2017,NA,NA,total usable capacity,9/13/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,9/14/2017,NA,NA,total usable capacity,9/14/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,9/15/2017,NA,NA,total usable capacity,9/15/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,9/16/2017,NA,NA,total usable capacity,9/16/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,9/17/2017,NA,NA,total usable capacity,9/17/2017,10.2,BG,NA
WSSC Patuxent Reservoirs total usable capacity,WSSC,Patuxent Reservoirs,9/18/2017,NA,NA,total usable capacity,9/18/2017,10.2,BG,NA
WSSC Little Reservoir current usable storage,WSSC,Little Reservoir,9/18/2017,NA,NA,current usable storage,9/18/2017,3.82,BG,NA
WSSC Little Seneca Reservoir total usable capacity,WSSC,Little Seneca Reservoir,7/25/2017,NA,NA,total usable capacity,7/25/2017,3.9,BG,NA
WSSC Little Seneca Reservoir total usable capacity,WSSC,Little Seneca Reservoir,7/26/2017,NA,NA,total usable capacity,7/26/2017,3.9,BG,NA
WSSC Little Seneca Reservoir total usable capacity,WSSC,Little Seneca Reservoir,7/27/2017,NA,NA,total usable capacity,7/27/2017,3.9,BG,NA
WSSC Little Seneca Reservoir total usable capacity,WSSC,Little Seneca Reservoir,7/28/2017,NA,NA,total usable capacity,7/28/2017,3.9,BG,NA
WSSC Little Seneca Reservoir total usable capacity,WSSC,Little Seneca Reservoir,7/29/2017,NA,NA,total usable capacity,7/29/2017,3.9,BG,NA
WSSC Little Seneca Reservoir total usable capacity,WSSC,Little Seneca Reservoir,7/30/2017,NA,NA,total usable capacity,7/30/2017,3.9,BG,NA
WSSC Little Seneca Reservoir total usable capacity,WSSC,Little Seneca Reservoir,7/31/2017,NA,NA,total usable capacity,7/31/2017,3.9,BG,NA
WSSC Little Seneca Reservoir total usable capacity,WSSC,Little Seneca Reservoir,8/1/2017,NA,NA,total usable capacity,8/1/2017,3.9,BG,NA
WSSC Little Seneca Reservoir total usable capacity,WSSC,Little Seneca Reservoir,8/2/2017,NA,NA,total usable capacity,8/2/2017,3.9,BG,NA
WSSC Little Seneca Reservoir total usable capacity,WSSC,Little Seneca Reservoir,8/3/2017,NA,NA,total usable capacity,8/3/2017,3.9,BG,NA
WSSC Little Seneca Reservoir total usable capacity,WSSC,Little Seneca Reservoir,8/4/2017,NA,NA,total usable capacity,8/4/2017,3.9,BG,NA
WSSC Little Seneca Reservoir total usable capacity,WSSC,Little Seneca Reservoir,8/5/2017,NA,NA,total usable capacity,8/5/2017,3.9,BG,NA
WSSC Little Seneca Reservoir total usable capacity,WSSC,Little Seneca Reservoir,8/6/2017,NA,NA,total usable capacity,8/6/2017,3.9,BG,NA
WSSC Little Seneca Reservoir total usable capacity,WSSC,Little Seneca Reservoir,8/7/2017,NA,NA,total usable capacity,8/7/2017,3.9,BG,NA
WSSC Little Seneca Reservoir total usable capacity,WSSC,Little Seneca Reservoir,8/8/2017,NA,NA,total usable capacity,8/8/2017,3.9,BG,NA
WSSC Little Seneca Reservoir total usable capacity,WSSC,Little Seneca Reservoir,8/9/2017,NA,NA,total usable capacity,8/9/2017,3.9,BG,NA
WSSC Little Seneca Reservoir total usable capacity,WSSC,Little Seneca Reservoir,8/10/2017,NA,NA,total usable capacity,8/10/2017,3.9,BG,NA
WSSC Little Seneca Reservoir total usable capacity,WSSC,Little Seneca Reservoir,8/11/2017,NA,NA,total usable capacity,8/11/2017,3.9,BG,NA
WSSC Little Seneca Reservoir total usable capacity,WSSC,Little Seneca Reservoir,8/12/2017,NA,NA,total usable capacity,8/12/2017,3.9,BG,NA
